MEETPUNT_IDENTIFICATIE,LOCATIE_CODE,WAARNEMINGDATUM,Average Temperatuur
Driel boven,DRIELBVN,29-12-2003,6.0
Driel boven,DRIELBVN,30-01-2003,6.0
Driel boven,DRIELBVN,30-03-2002,9.0
Driel boven,DRIELBVN,30-03-2003,12.0
Driel boven,DRIELBVN,30-04-2001,12.0
Driel boven,DRIELBVN,30-04-2002,13.0
Driel boven,DRIELBVN,30-05-2001,20.0
Driel boven,DRIELBVN,30-05-2002,18.0
Driel boven,DRIELBVN,30-05-2003,20.0
Driel boven,DRIELBVN,30-06-2002,21.0
Driel boven,DRIELBVN,30-06-2003,23.0
Driel boven,DRIELBVN,30-07-2001,24.0
Driel boven,DRIELBVN,30-07-2002,23.625
Driel boven,DRIELBVN,30-08-2002,22.0
Driel boven,DRIELBVN,30-08-2003,20.0
Driel boven,DRIELBVN,30-09-2001,16.0
Driel boven,DRIELBVN,30-09-2002,16.0
Driel boven,DRIELBVN,30-10-2003,9.0
Driel boven,DRIELBVN,30-11-2002,10.0
Driel boven,DRIELBVN,31-01-2002,8.0
Driel boven,DRIELBVN,31-03-2001,9.0
Driel boven,DRIELBVN,31-03-2003,12.0
Driel boven,DRIELBVN,31-05-2001,20.0
Driel boven,DRIELBVN,31-05-2002,18.0
Driel boven,DRIELBVN,31-05-2003,20.0
Driel boven,DRIELBVN,31-07-2001,24.0
Driel boven,DRIELBVN,31-07-2002,24.0
Driel boven,DRIELBVN,31-08-2001,22.0
Driel boven,DRIELBVN,31-08-2002,22.0
Driel boven,DRIELBVN,31-08-2003,20.0
Driel boven,DRIELBVN,31-10-2003,9.0
Driel boven,DRIELBVN,31-12-2002,8.0
Driel boven,DRIELBVN,01-01-2006,4.0
Driel boven,DRIELBVN,01-02-2004,5.0
Driel boven,DRIELBVN,01-03-2004,5.0
Driel boven,DRIELBVN,01-04-2004,11.0
Driel boven,DRIELBVN,01-04-2005,12.0
Driel boven,DRIELBVN,01-04-2006,10.0
Driel boven,DRIELBVN,01-06-2005,19.0
Driel boven,DRIELBVN,01-07-2004,20.0
Driel boven,DRIELBVN,01-08-2004,24.0
Driel boven,DRIELBVN,01-08-2005,22.0
Driel boven,DRIELBVN,01-08-2006,25.0
Driel boven,DRIELBVN,01-09-2004,20.0
Driel boven,DRIELBVN,01-09-2005,21.0
Driel boven,DRIELBVN,01-10-2004,16.0
Driel boven,DRIELBVN,01-11-2004,14.0
Driel boven,DRIELBVN,01-11-2006,14.0
Driel boven,DRIELBVN,01-12-2004,8.0
Driel boven,DRIELBVN,02-01-2004,5.0
Driel boven,DRIELBVN,02-01-2005,6.0
Driel boven,DRIELBVN,02-01-2006,4.0
Driel boven,DRIELBVN,02-02-2004,6.0
Driel boven,DRIELBVN,02-02-2005,5.0
Driel boven,DRIELBVN,02-04-2004,11.0
Driel boven,DRIELBVN,02-04-2005,12.0
Driel boven,DRIELBVN,02-04-2006,10.0
Driel boven,DRIELBVN,02-05-2004,17.0
Driel boven,DRIELBVN,02-05-2006,13.0
Driel boven,DRIELBVN,02-06-2004,19.0
Driel boven,DRIELBVN,02-06-2006,15.0
Driel boven,DRIELBVN,02-08-2004,24.0
Driel boven,DRIELBVN,02-08-2005,22.0
Driel boven,DRIELBVN,02-08-2006,23.666666666666668
Driel boven,DRIELBVN,02-09-2004,20.0
Driel boven,DRIELBVN,02-09-2005,21.0
Driel boven,DRIELBVN,02-10-2006,19.0
Driel boven,DRIELBVN,02-11-2005,15.0
Driel boven,DRIELBVN,02-11-2006,13.0
Driel boven,DRIELBVN,02-12-2004,8.0
Driel boven,DRIELBVN,03-01-2004,4.0
Driel boven,DRIELBVN,03-01-2006,4.0
Driel boven,DRIELBVN,03-02-2004,7.0
Driel boven,DRIELBVN,03-02-2005,5.0
Driel boven,DRIELBVN,03-04-2005,12.0
Driel boven,DRIELBVN,03-05-2004,17.0
Driel boven,DRIELBVN,03-05-2005,16.0
Driel boven,DRIELBVN,03-06-2004,19.0
Driel boven,DRIELBVN,03-06-2005,20.0
Driel boven,DRIELBVN,03-06-2006,15.0
Driel boven,DRIELBVN,03-08-2004,24.0
Driel boven,DRIELBVN,03-09-2004,20.0
Driel boven,DRIELBVN,04-01-2005,6.0
Driel boven,DRIELBVN,04-01-2006,4.0
Driel boven,DRIELBVN,04-02-2004,7.0
Driel boven,DRIELBVN,04-02-2006,3.0
Driel boven,DRIELBVN,04-05-2004,17.0
Driel boven,DRIELBVN,04-06-2005,20.0
Driel boven,DRIELBVN,04-06-2006,15.0
Driel boven,DRIELBVN,04-07-2006,25.0
Driel boven,DRIELBVN,04-08-2004,24.0
Driel boven,DRIELBVN,04-08-2006,22.0
Driel boven,DRIELBVN,04-09-2004,21.0
Driel boven,DRIELBVN,04-09-2005,22.0
Driel boven,DRIELBVN,04-10-2005,16.0
Driel boven,DRIELBVN,04-11-2006,12.0
Driel boven,DRIELBVN,05-02-2005,5.0
Driel boven,DRIELBVN,05-02-2006,3.0
Driel boven,DRIELBVN,05-04-2005,13.0
Driel boven,DRIELBVN,05-05-2005,16.0
Driel boven,DRIELBVN,05-05-2006,15.0
Driel boven,DRIELBVN,05-06-2006,15.0
Driel boven,DRIELBVN,05-07-2005,23.0
Driel boven,DRIELBVN,05-08-2005,21.0
Driel boven,DRIELBVN,05-08-2006,22.0
Driel boven,DRIELBVN,05-09-2004,21.0
Driel boven,DRIELBVN,05-09-2005,22.0
Driel boven,DRIELBVN,05-10-2006,18.0
Driel boven,DRIELBVN,05-11-2004,13.0
Driel boven,DRIELBVN,05-11-2005,14.0
Driel boven,DRIELBVN,05-11-2006,12.0
Driel boven,DRIELBVN,05-12-2005,6.0
Driel boven,DRIELBVN,06-01-2004,4.0
Driel boven,DRIELBVN,06-02-2004,8.0
Driel boven,DRIELBVN,06-02-2005,5.0
Driel boven,DRIELBVN,06-05-2004,16.0
Driel boven,DRIELBVN,06-05-2005,16.0
Driel boven,DRIELBVN,06-05-2006,16.0
Driel boven,DRIELBVN,06-06-2006,15.0
Driel boven,DRIELBVN,06-07-2006,26.0
Driel boven,DRIELBVN,06-08-2004,25.0
Driel boven,DRIELBVN,06-08-2005,21.0
Driel boven,DRIELBVN,06-09-2005,22.0
Driel boven,DRIELBVN,06-09-2006,20.0
Driel boven,DRIELBVN,06-11-2004,13.0
Driel boven,DRIELBVN,07-01-2005,7.0
Driel boven,DRIELBVN,07-02-2004,8.0
Driel boven,DRIELBVN,07-02-2005,5.0
Driel boven,DRIELBVN,07-03-2004,6.0
Driel boven,DRIELBVN,07-03-2005,4.0
Driel boven,DRIELBVN,07-04-2004,11.0
Driel boven,DRIELBVN,07-05-2004,16.0
Driel boven,DRIELBVN,07-05-2006,16.0
Driel boven,DRIELBVN,07-06-2004,19.0
Driel boven,DRIELBVN,07-06-2005,19.0
Driel boven,DRIELBVN,07-07-2005,22.0
Driel boven,DRIELBVN,07-08-2004,25.0
Driel boven,DRIELBVN,07-09-2005,22.0
Driel boven,DRIELBVN,07-10-2004,16.0
Driel boven,DRIELBVN,07-10-2005,16.0
Driel boven,DRIELBVN,07-10-2006,17.0
Driel boven,DRIELBVN,08-01-2005,7.0
Driel boven,DRIELBVN,08-02-2006,4.0
Driel boven,DRIELBVN,08-03-2004,6.0
Driel boven,DRIELBVN,08-03-2006,5.0
Driel boven,DRIELBVN,08-04-2004,11.0
Driel boven,DRIELBVN,08-05-2005,15.0
Driel boven,DRIELBVN,08-05-2006,16.0
Driel boven,DRIELBVN,08-06-2004,20.0
Driel boven,DRIELBVN,08-06-2005,18.0
Driel boven,DRIELBVN,08-06-2006,16.0
Driel boven,DRIELBVN,08-07-2004,20.0
Driel boven,DRIELBVN,08-07-2005,22.0
Driel boven,DRIELBVN,08-07-2006,25.0
Driel boven,DRIELBVN,08-08-2004,25.0
Driel boven,DRIELBVN,08-08-2005,20.0
Driel boven,DRIELBVN,08-08-2006,22.0
Driel boven,DRIELBVN,08-09-2004,21.0
Driel boven,DRIELBVN,08-09-2006,20.0
Driel boven,DRIELBVN,08-10-2004,16.0
Driel boven,DRIELBVN,08-10-2005,16.0
Driel boven,DRIELBVN,08-11-2005,13.0
Driel boven,DRIELBVN,08-12-2005,7.0
Driel boven,DRIELBVN,08-12-2006,10.0
Driel boven,DRIELBVN,09-01-2004,5.0
Driel boven,DRIELBVN,09-02-2004,7.0
Driel boven,DRIELBVN,09-03-2005,5.0
Driel boven,DRIELBVN,09-04-2005,12.0
Driel boven,DRIELBVN,09-04-2006,10.0
Driel boven,DRIELBVN,09-05-2004,15.0
Driel boven,DRIELBVN,09-05-2006,17.0
Driel boven,DRIELBVN,09-06-2004,20.0
Driel boven,DRIELBVN,09-06-2005,18.0
Driel boven,DRIELBVN,09-07-2004,20.0
Driel boven,DRIELBVN,09-07-2005,22.0
Driel boven,DRIELBVN,09-07-2006,25.0
Driel boven,DRIELBVN,09-08-2004,25.0
Driel boven,DRIELBVN,09-08-2005,20.0
Driel boven,DRIELBVN,09-09-2004,21.0
Driel boven,DRIELBVN,09-11-2004,12.0
Driel boven,DRIELBVN,10-01-2004,5.0
Driel boven,DRIELBVN,10-01-2005,7.0
Driel boven,DRIELBVN,10-02-2005,5.0
Driel boven,DRIELBVN,10-03-2005,5.0
Driel boven,DRIELBVN,10-03-2006,6.0
Driel boven,DRIELBVN,10-04-2006,10.0
Driel boven,DRIELBVN,10-05-2005,14.0
Driel boven,DRIELBVN,10-05-2006,17.333333333333332
Driel boven,DRIELBVN,10-06-2004,20.0
Driel boven,DRIELBVN,10-06-2005,19.0
Driel boven,DRIELBVN,10-06-2006,18.0
Driel boven,DRIELBVN,10-07-2004,20.0
Driel boven,DRIELBVN,10-07-2005,22.0
Driel boven,DRIELBVN,10-08-2004,25.0
Driel boven,DRIELBVN,10-08-2005,20.0
Driel boven,DRIELBVN,10-08-2006,21.0
Driel boven,DRIELBVN,10-09-2005,23.0
Driel boven,DRIELBVN,10-09-2006,20.0
Driel boven,DRIELBVN,10-11-2006,11.0
Driel boven,DRIELBVN,10-12-2004,7.0
Driel boven,DRIELBVN,11-01-2006,4.0
Driel boven,DRIELBVN,11-03-2006,6.0
Driel boven,DRIELBVN,11-04-2005,12.0
Driel boven,DRIELBVN,11-04-2006,10.0
Driel boven,DRIELBVN,11-05-2004,14.0
Driel boven,DRIELBVN,11-05-2005,14.0
Driel boven,DRIELBVN,11-06-2004,20.0
Driel boven,DRIELBVN,11-06-2006,19.0
Driel boven,DRIELBVN,11-07-2004,20.0
Driel boven,DRIELBVN,11-07-2005,23.0
Driel boven,DRIELBVN,11-08-2004,25.0
Driel boven,DRIELBVN,11-08-2005,20.0
Driel boven,DRIELBVN,11-09-2006,20.0
Driel boven,DRIELBVN,11-10-2004,15.0
Driel boven,DRIELBVN,11-11-2004,11.0
Driel boven,DRIELBVN,11-11-2006,11.0
Driel boven,DRIELBVN,12-01-2004,6.0
Driel boven,DRIELBVN,12-02-2005,6.0
Driel boven,DRIELBVN,12-03-2005,5.0
Driel boven,DRIELBVN,12-03-2006,5.0
Driel boven,DRIELBVN,12-04-2004,11.0
Driel boven,DRIELBVN,12-04-2005,12.0
Driel boven,DRIELBVN,12-05-2004,14.0
Driel boven,DRIELBVN,12-05-2005,14.0
Driel boven,DRIELBVN,12-05-2006,18.75
Driel boven,DRIELBVN,12-06-2004,20.0
Driel boven,DRIELBVN,12-06-2006,19.0
Driel boven,DRIELBVN,12-07-2005,23.0
Driel boven,DRIELBVN,12-09-2004,20.0
Driel boven,DRIELBVN,12-09-2005,22.0
Driel boven,DRIELBVN,12-10-2004,14.0
Driel boven,DRIELBVN,13-03-2004,6.0
Driel boven,DRIELBVN,13-03-2006,5.0
Driel boven,DRIELBVN,13-04-2004,11.0
Driel boven,DRIELBVN,13-04-2005,12.0
Driel boven,DRIELBVN,13-05-2005,14.0
Driel boven,DRIELBVN,13-05-2006,19.0
Driel boven,DRIELBVN,13-06-2005,18.0
Driel boven,DRIELBVN,13-07-2004,19.0
Driel boven,DRIELBVN,13-07-2006,25.333333333333332
Driel boven,DRIELBVN,13-08-2004,24.0
Driel boven,DRIELBVN,13-08-2006,21.0
Driel boven,DRIELBVN,13-09-2006,21.0
Driel boven,DRIELBVN,13-11-2004,10.0
Driel boven,DRIELBVN,13-11-2005,12.0
Driel boven,DRIELBVN,14-01-2006,4.0
Driel boven,DRIELBVN,14-02-2004,7.0
Driel boven,DRIELBVN,14-02-2005,6.0
Driel boven,DRIELBVN,14-04-2004,12.0
Driel boven,DRIELBVN,14-04-2005,13.0
Driel boven,DRIELBVN,14-04-2006,10.0
Driel boven,DRIELBVN,14-05-2005,14.0
Driel boven,DRIELBVN,14-05-2006,18.0
Driel boven,DRIELBVN,14-06-2005,18.0
Driel boven,DRIELBVN,14-06-2006,21.0
Driel boven,DRIELBVN,14-07-2004,19.0
Driel boven,DRIELBVN,14-08-2004,23.0
Driel boven,DRIELBVN,14-09-2004,19.0
Driel boven,DRIELBVN,14-09-2005,21.0
Driel boven,DRIELBVN,14-11-2005,12.0
Driel boven,DRIELBVN,14-12-2004,6.0
Driel boven,DRIELBVN,15-01-2005,7.0
Driel boven,DRIELBVN,15-01-2006,4.0
Driel boven,DRIELBVN,15-02-2004,7.0
Driel boven,DRIELBVN,15-03-2004,7.0
Driel boven,DRIELBVN,15-03-2005,6.0
Driel boven,DRIELBVN,15-04-2004,12.0
Driel boven,DRIELBVN,15-04-2005,13.0
Driel boven,DRIELBVN,15-05-2005,14.0
Driel boven,DRIELBVN,15-06-2004,20.0
Driel boven,DRIELBVN,15-06-2005,19.0
Driel boven,DRIELBVN,15-07-2004,19.0
Driel boven,DRIELBVN,15-07-2006,24.0
Driel boven,DRIELBVN,15-08-2004,23.0
Driel boven,DRIELBVN,15-09-2004,18.0
Driel boven,DRIELBVN,15-10-2004,14.0
Driel boven,DRIELBVN,15-11-2006,11.0
Driel boven,DRIELBVN,15-12-2006,9.0
Driel boven,DRIELBVN,16-01-2005,7.0
Driel boven,DRIELBVN,16-02-2004,7.0
Driel boven,DRIELBVN,16-02-2005,5.0
Driel boven,DRIELBVN,16-02-2006,5.0
Driel boven,DRIELBVN,16-03-2004,8.0
Driel boven,DRIELBVN,16-03-2005,7.0
Driel boven,DRIELBVN,16-04-2005,13.0
Driel boven,DRIELBVN,16-04-2006,10.0
Driel boven,DRIELBVN,16-05-2004,15.0
Driel boven,DRIELBVN,16-05-2005,14.0
Driel boven,DRIELBVN,16-06-2004,20.0
Driel boven,DRIELBVN,16-07-2006,24.0
Driel boven,DRIELBVN,16-08-2004,23.0
Driel boven,DRIELBVN,16-08-2006,20.0
Driel boven,DRIELBVN,16-09-2004,18.0
Driel boven,DRIELBVN,16-10-2005,16.0
Driel boven,DRIELBVN,16-10-2006,16.0
Driel boven,DRIELBVN,16-11-2005,11.0
Driel boven,DRIELBVN,16-11-2006,11.0
Driel boven,DRIELBVN,17-02-2004,7.0
Driel boven,DRIELBVN,17-03-2005,8.0
Driel boven,DRIELBVN,17-04-2004,13.0
Driel boven,DRIELBVN,17-04-2005,13.0
Driel boven,DRIELBVN,17-04-2006,10.0
Driel boven,DRIELBVN,17-05-2004,15.666666666666666
Driel boven,DRIELBVN,17-05-2005,14.0
Driel boven,DRIELBVN,17-05-2006,18.0
Driel boven,DRIELBVN,17-06-2004,20.0
Driel boven,DRIELBVN,17-06-2005,20.0
Driel boven,DRIELBVN,17-06-2006,21.0
Driel boven,DRIELBVN,17-07-2004,20.0
Driel boven,DRIELBVN,17-07-2005,24.0
Driel boven,DRIELBVN,17-07-2006,24.0
Driel boven,DRIELBVN,17-08-2004,23.0
Driel boven,DRIELBVN,17-08-2005,20.0
Driel boven,DRIELBVN,17-09-2004,18.0
Driel boven,DRIELBVN,17-09-2005,20.0
Driel boven,DRIELBVN,17-10-2005,15.0
Driel boven,DRIELBVN,17-12-2005,6.0
Driel boven,DRIELBVN,17-12-2006,8.0
Driel boven,DRIELBVN,18-01-2004,6.0
Driel boven,DRIELBVN,18-02-2004,7.0
Driel boven,DRIELBVN,18-02-2006,6.0
Driel boven,DRIELBVN,18-03-2004,9.0
Driel boven,DRIELBVN,18-04-2005,13.0
Driel boven,DRIELBVN,18-04-2006,10.0
Driel boven,DRIELBVN,18-05-2004,16.0
Driel boven,DRIELBVN,18-05-2005,14.0
Driel boven,DRIELBVN,18-05-2006,18.0
Driel boven,DRIELBVN,18-06-2005,20.0
Driel boven,DRIELBVN,18-06-2006,21.0
Driel boven,DRIELBVN,18-07-2004,21.0
Driel boven,DRIELBVN,18-07-2005,24.0
Driel boven,DRIELBVN,18-08-2004,23.0
Driel boven,DRIELBVN,18-08-2006,21.0
Driel boven,DRIELBVN,18-09-2004,18.0
Driel boven,DRIELBVN,18-10-2004,13.0
Driel boven,DRIELBVN,18-10-2005,14.0
Driel boven,DRIELBVN,18-11-2005,10.0
Driel boven,DRIELBVN,18-11-2006,11.0
Driel boven,DRIELBVN,19-02-2006,6.0
Driel boven,DRIELBVN,19-03-2005,9.0
Driel boven,DRIELBVN,19-03-2006,5.0
Driel boven,DRIELBVN,19-04-2004,13.0
Driel boven,DRIELBVN,19-04-2006,10.0
Driel boven,DRIELBVN,19-05-2005,15.0
Driel boven,DRIELBVN,19-06-2005,21.0
Driel boven,DRIELBVN,19-06-2006,22.0
Driel boven,DRIELBVN,19-07-2004,21.0
Driel boven,DRIELBVN,19-07-2005,23.0
Driel boven,DRIELBVN,19-07-2006,25.0
Driel boven,DRIELBVN,19-08-2004,23.0
Driel boven,DRIELBVN,19-08-2005,21.0
Driel boven,DRIELBVN,19-08-2006,21.0
Driel boven,DRIELBVN,19-09-2006,21.0
Driel boven,DRIELBVN,19-10-2004,13.0
Driel boven,DRIELBVN,19-11-2006,11.0
Driel boven,DRIELBVN,19-12-2004,5.0
Driel boven,DRIELBVN,20-01-2004,6.0
Driel boven,DRIELBVN,20-01-2006,4.0
Driel boven,DRIELBVN,20-02-2004,6.0
Driel boven,DRIELBVN,20-03-2004,10.0
Driel boven,DRIELBVN,20-03-2005,10.0
Driel boven,DRIELBVN,20-04-2005,13.0
Driel boven,DRIELBVN,20-04-2006,11.0
Driel boven,DRIELBVN,20-05-2005,15.0
Driel boven,DRIELBVN,20-05-2006,17.0
Driel boven,DRIELBVN,20-06-2005,22.0
Driel boven,DRIELBVN,20-07-2006,26.0
Driel boven,DRIELBVN,20-08-2004,22.0
Driel boven,DRIELBVN,20-08-2005,21.0
Driel boven,DRIELBVN,20-08-2006,21.0
Driel boven,DRIELBVN,20-09-2004,18.0
Driel boven,DRIELBVN,20-09-2005,19.0
Driel boven,DRIELBVN,20-10-2004,13.0
Driel boven,DRIELBVN,20-11-2004,9.0
Driel boven,DRIELBVN,20-11-2005,9.0
Driel boven,DRIELBVN,20-12-2004,5.0
Driel boven,DRIELBVN,21-03-2004,10.0
Driel boven,DRIELBVN,21-03-2005,10.0
Driel boven,DRIELBVN,21-03-2006,6.0
Driel boven,DRIELBVN,21-04-2006,11.0
Driel boven,DRIELBVN,21-06-2004,19.0
Driel boven,DRIELBVN,21-06-2005,23.0
Driel boven,DRIELBVN,21-07-2005,21.5
Driel boven,DRIELBVN,21-07-2006,26.0
Driel boven,DRIELBVN,21-08-2004,22.0
Driel boven,DRIELBVN,21-08-2005,21.0
Driel boven,DRIELBVN,21-09-2004,17.0
Driel boven,DRIELBVN,21-09-2005,19.0
Driel boven,DRIELBVN,21-09-2006,20.0
Driel boven,DRIELBVN,21-11-2004,8.0
Driel boven,DRIELBVN,21-11-2005,9.0
Driel boven,DRIELBVN,22-01-2006,5.0
Driel boven,DRIELBVN,22-03-2004,10.0
Driel boven,DRIELBVN,22-03-2005,10.0
Driel boven,DRIELBVN,22-03-2006,6.0
Driel boven,DRIELBVN,22-04-2005,13.0
Driel boven,DRIELBVN,22-05-2004,17.0
Driel boven,DRIELBVN,22-05-2005,17.0
Driel boven,DRIELBVN,22-05-2006,17.0
Driel boven,DRIELBVN,22-06-2004,19.0
Driel boven,DRIELBVN,22-06-2005,23.0
Driel boven,DRIELBVN,22-06-2006,22.0
Driel boven,DRIELBVN,22-07-2004,22.0
Driel boven,DRIELBVN,22-07-2005,21.0
Driel boven,DRIELBVN,22-08-2004,21.0
Driel boven,DRIELBVN,22-09-2005,19.0
Driel boven,DRIELBVN,22-09-2006,20.0
Driel boven,DRIELBVN,22-11-2006,10.0
Driel boven,DRIELBVN,23-01-2004,5.0
Driel boven,DRIELBVN,23-01-2005,6.0
Driel boven,DRIELBVN,23-03-2004,10.0
Driel boven,DRIELBVN,23-03-2005,10.0
Driel boven,DRIELBVN,23-03-2006,6.0
Driel boven,DRIELBVN,23-04-2004,14.0
Driel boven,DRIELBVN,23-04-2005,13.0
Driel boven,DRIELBVN,23-04-2006,12.0
Driel boven,DRIELBVN,23-05-2004,17.0
Driel boven,DRIELBVN,23-05-2005,17.0
Driel boven,DRIELBVN,23-06-2004,19.0
Driel boven,DRIELBVN,23-07-2004,23.0
Driel boven,DRIELBVN,23-07-2005,20.0
Driel boven,DRIELBVN,23-07-2006,26.0
Driel boven,DRIELBVN,23-08-2004,21.0
Driel boven,DRIELBVN,23-08-2005,21.0
Driel boven,DRIELBVN,23-10-2004,14.0
Driel boven,DRIELBVN,23-11-2004,8.0
Driel boven,DRIELBVN,23-12-2005,6.0
Driel boven,DRIELBVN,24-01-2004,5.0
Driel boven,DRIELBVN,24-01-2006,4.0
Driel boven,DRIELBVN,24-03-2004,10.0
Driel boven,DRIELBVN,24-03-2006,7.0
Driel boven,DRIELBVN,24-04-2005,13.0
Driel boven,DRIELBVN,24-05-2006,16.0
Driel boven,DRIELBVN,24-06-2005,24.0
Driel boven,DRIELBVN,24-06-2006,22.0
Driel boven,DRIELBVN,24-07-2004,23.0
Driel boven,DRIELBVN,24-07-2005,20.0
Driel boven,DRIELBVN,24-08-2004,21.0
Driel boven,DRIELBVN,24-10-2004,14.0
Driel boven,DRIELBVN,24-11-2004,8.0
Driel boven,DRIELBVN,24-11-2006,10.0
Driel boven,DRIELBVN,24-12-2004,5.0
Driel boven,DRIELBVN,24-12-2005,6.0
Driel boven,DRIELBVN,25-01-2005,5.0
Driel boven,DRIELBVN,25-02-2006,5.0
Driel boven,DRIELBVN,25-03-2005,11.0
Driel boven,DRIELBVN,25-03-2006,7.666666666666667
Driel boven,DRIELBVN,25-04-2005,13.0
Driel boven,DRIELBVN,25-06-2004,18.0
Driel boven,DRIELBVN,25-07-2004,23.0
Driel boven,DRIELBVN,25-07-2006,26.0
Driel boven,DRIELBVN,25-08-2004,21.0
Driel boven,DRIELBVN,25-09-2006,20.0
Driel boven,DRIELBVN,25-10-2004,14.0
Driel boven,DRIELBVN,25-11-2004,8.0
Driel boven,DRIELBVN,25-11-2005,8.0
Driel boven,DRIELBVN,25-12-2005,6.0
Driel boven,DRIELBVN,26-02-2004,5.0
Driel boven,DRIELBVN,26-02-2006,5.0
Driel boven,DRIELBVN,26-03-2006,8.166666666666666
Driel boven,DRIELBVN,26-04-2004,15.0
Driel boven,DRIELBVN,26-04-2006,14.0
Driel boven,DRIELBVN,26-05-2004,16.0
Driel boven,DRIELBVN,26-05-2005,18.0
Driel boven,DRIELBVN,26-06-2004,18.333333333333332
Driel boven,DRIELBVN,26-06-2005,24.0
Driel boven,DRIELBVN,26-07-2006,26.0
Driel boven,DRIELBVN,26-08-2005,20.0
Driel boven,DRIELBVN,26-09-2006,20.0
Driel boven,DRIELBVN,26-10-2004,14.0
Driel boven,DRIELBVN,26-11-2006,11.0
Driel boven,DRIELBVN,26-12-2005,6.0
Driel boven,DRIELBVN,26-12-2006,7.0
Driel boven,DRIELBVN,27-01-2006,3.0
Driel boven,DRIELBVN,27-02-2005,4.0
Driel boven,DRIELBVN,27-03-2004,9.0
Driel boven,DRIELBVN,27-03-2005,12.0
Driel boven,DRIELBVN,27-04-2006,14.0
Driel boven,DRIELBVN,27-06-2004,19.0
Driel boven,DRIELBVN,27-06-2005,24.0
Driel boven,DRIELBVN,27-06-2006,22.0
Driel boven,DRIELBVN,27-07-2004,22.0
Driel boven,DRIELBVN,27-08-2004,20.0
Driel boven,DRIELBVN,27-08-2005,20.0
Driel boven,DRIELBVN,27-09-2004,16.0
Driel boven,DRIELBVN,27-10-2005,14.0
Driel boven,DRIELBVN,27-11-2006,11.0
Driel boven,DRIELBVN,27-12-2005,5.0
Driel boven,DRIELBVN,27-12-2006,7.0
Driel boven,DRIELBVN,28-01-2006,3.0
Driel boven,DRIELBVN,28-02-2004,5.0
Driel boven,DRIELBVN,28-02-2005,4.0
Driel boven,DRIELBVN,28-03-2005,12.0
Driel boven,DRIELBVN,28-03-2006,10.0
Driel boven,DRIELBVN,28-04-2004,16.0
Driel boven,DRIELBVN,28-04-2006,14.0
Driel boven,DRIELBVN,28-05-2004,17.0
Driel boven,DRIELBVN,28-05-2005,20.0
Driel boven,DRIELBVN,28-06-2005,24.0
Driel boven,DRIELBVN,28-06-2006,22.0
Driel boven,DRIELBVN,28-07-2005,21.0
Driel boven,DRIELBVN,28-08-2004,20.0
Driel boven,DRIELBVN,28-08-2006,20.0
Driel boven,DRIELBVN,28-09-2004,16.0
Driel boven,DRIELBVN,28-09-2005,18.0
Driel boven,DRIELBVN,28-11-2006,11.0
Driel boven,DRIELBVN,28-12-2004,5.0
Driel boven,DRIELBVN,29-01-2005,4.0
Driel boven,DRIELBVN,29-01-2006,2.0
Driel boven,DRIELBVN,29-02-2004,5.0
Driel boven,DRIELBVN,29-03-2005,12.0
Driel boven,DRIELBVN,29-04-2005,14.0
Driel boven,DRIELBVN,29-05-2004,18.0
Driel boven,DRIELBVN,29-05-2005,20.0
Driel boven,DRIELBVN,29-06-2005,24.0
Driel boven,DRIELBVN,29-06-2006,23.0
Driel boven,DRIELBVN,29-07-2004,23.0
Driel boven,DRIELBVN,29-07-2005,22.0
Driel boven,DRIELBVN,29-08-2004,20.0
Driel boven,DRIELBVN,29-09-2004,16.0
Driel boven,DRIELBVN,29-11-2004,8.0
Driel boven,DRIELBVN,30-03-2004,10.0
Driel boven,DRIELBVN,30-03-2005,12.0
Driel boven,DRIELBVN,30-04-2005,14.0
Driel boven,DRIELBVN,30-05-2004,18.0
Driel boven,DRIELBVN,30-05-2005,20.0
Driel boven,DRIELBVN,30-05-2006,15.0
Driel boven,DRIELBVN,30-06-2004,20.0
Driel boven,DRIELBVN,30-06-2006,23.0
Driel boven,DRIELBVN,30-07-2004,23.0
Driel boven,DRIELBVN,30-08-2004,20.0
Driel boven,DRIELBVN,30-08-2005,20.0
Driel boven,DRIELBVN,30-08-2006,19.0
Driel boven,DRIELBVN,30-09-2004,16.0
Driel boven,DRIELBVN,30-09-2005,17.0
Driel boven,DRIELBVN,30-09-2006,20.0
Driel boven,DRIELBVN,30-10-2004,14.0
Driel boven,DRIELBVN,30-10-2005,15.0
Driel boven,DRIELBVN,30-11-2006,11.0
Driel boven,DRIELBVN,30-12-2004,5.0
Driel boven,DRIELBVN,30-12-2005,4.0
Driel boven,DRIELBVN,31-01-2006,2.0
Driel boven,DRIELBVN,31-03-2004,10.0
Driel boven,DRIELBVN,31-03-2005,12.0
Driel boven,DRIELBVN,31-03-2006,10.0
Driel boven,DRIELBVN,31-07-2004,24.0
Driel boven,DRIELBVN,31-07-2005,22.0
Driel boven,DRIELBVN,31-08-2005,20.2
Driel boven,DRIELBVN,31-10-2005,15.0
Driel boven,DRIELBVN,31-10-2006,15.0
Driel boven,DRIELBVN,31-12-2005,4.0
Driel boven,DRIELBVN,01-04-2000,10.0
Driel boven,DRIELBVN,01-08-2000,21.0
Driel boven,DRIELBVN,01-10-2000,18.0
Driel boven,DRIELBVN,01-11-2000,12.0
Driel boven,DRIELBVN,02-04-2000,10.0
